,index,point,time,gametime,ash_points,ben_points,server,game_num,point_type
930,31,1,1591491845.1376293,1591491529,15,17,1,24,0
931,32,0,1591491857.658211,1591491529,15,18,0,24,0
932,33,0,1591491867.6142588,1591491529,15,19,0,24,0
933,34,1,1591491873.233993,1591491529,16,19,1,24,0
934,35,0,1591491887.038162,1591491529,16,20,1,24,0
935,36,0,1591491892.9864035,1591491529,16,21,0,24,0
936,0,1,1591491917.9343288,1591491907,1,0,1,25,1
937,1,1,1591491928.6222098,1591491907,2,0,1,25,0
938,2,0,1591491945.339599,1591491907,2,1,0,25,0
939,3,1,1591491955.144888,1591491907,3,1,0,25,0
940,4,0,1591491967.590156,1591491907,3,2,1,25,0
941,5,1,1591491978.9265943,1591491907,4,2,1,25,0
942,6,1,1591491992.3555691,1591491907,5,2,0,25,0
943,7,0,1591492002.011367,1591491907,5,3,0,25,0
944,8,0,1591492008.525333,1591491907,5,4,1,25,0
945,9,0,1591492015.5128582,1591491907,5,5,1,25,0
946,10,1,1591492030.0463293,1591491907,6,5,0,25,0
947,11,0,1591492054.387057,1591491907,6,6,0,25,0
948,12,1,1591492062.7493706,1591491907,7,6,1,25,0
949,13,1,1591492117.447636,1591491907,8,6,1,25,0
950,14,1,1591492128.769739,1591491907,9,6,0,25,0
951,15,1,1591492143.1478887,1591491907,10,6,0,25,0
952,16,1,1591492149.257475,1591491907,11,6,1,25,0
953,17,1,1591492159.6925297,1591491907,12,6,1,25,0
954,18,1,1591492167.3187845,1591491907,13,6,0,25,0
955,19,0,1591492176.240324,1591491907,13,7,0,25,0
956,20,1,1591492184.7429276,1591491907,14,7,1,25,0
957,21,1,1591492192.1260808,1591491907,15,7,1,25,0
958,22,0,1591492201.2690828,1591491907,15,8,0,25,0
959,23,1,1591492213.4690268,1591491907,16,8,0,25,0
960,24,1,1591492218.8662894,1591491907,17,8,1,25,0
961,25,1,1591492234.5067308,1591491907,18,8,1,25,0
962,26,0,1591492252.672935,1591491907,18,9,0,25,0
963,27,1,1591492261.0269322,1591491907,19,9,0,25,0
964,28,1,1591492266.4844284,1591491907,20,9,1,25,0
965,29,1,1591492279.574921,1591491907,21,9,1,25,0
966,0,1,1591492304.6331265,1591492292,1,0,1,26,1
967,1,1,1591492317.0082147,1591492292,2,0,1,26,0
968,2,0,1591492321.4304183,1591492292,2,1,0,26,0
969,3,1,1591492332.2911096,1591492292,3,1,0,26,0
970,4,1,1591492341.6300974,1591492292,4,1,1,26,0
971,5,1,1591492350.7909372,1591492292,5,1,1,26,0
972,6,1,1591492356.7341778,1591492292,6,1,0,26,0
973,7,0,1591492362.9210212,1591492292,6,2,0,26,0
974,8,0,1591492377.541781,1591492292,6,3,1,26,0
975,9,1,1591492387.338575,1591492292,7,3,1,26,0
976,10,1,1591492398.6736119,1591492292,8,3,0,26,0
977,11,0,1591492404.9414067,1591492292,8,4,0,26,0
978,12,1,1591492414.2588713,1591492292,9,4,1,26,0
979,13,0,1591492420.4521234,1591492292,9,5,1,26,0
980,14,1,1591492427.8569622,1591492292,10,5,0,26,0
981,15,1,1591492434.8421178,1591492292,11,5,0,26,0
982,16,0,1591492448.7672195,1591492292,11,6,1,26,0
983,17,0,1591492462.4093354,1591492292,11,7,1,26,0
984,18,1,1591492478.919671,1591492292,12,7,0,26,0
985,19,0,1591492495.5376637,1591492292,12,8,0,26,0
986,20,1,1591492501.8128314,1591492292,13,8,1,26,0
987,21,1,1591492521.8051379,1591492292,14,8,1,26,0
988,22,0,1591492528.3936474,1591492292,14,9,0,26,0
989,23,0,1591492535.1281962,1591492292,14,10,0,26,0
990,24,1,1591492545.9685516,1591492292,15,10,1,26,0
991,25,1,1591492556.8766205,1591492292,16,10,1,26,0
992,26,1,1591492564.5841336,1591492292,17,10,0,26,0
993,27,0,1591492569.9541373,1591492292,17,11,0,26,0
994,28,0,1591492586.024428,1591492292,17,12,1,26,0
995,29,0,1591492596.2185833,1591492292,17,13,1,26,0
996,30,0,1591492604.636366,1591492292,17,14,0,26,0
997,31,0,1591492613.784853,1591492292,17,15,0,26,0
998,32,1,1591492623.0947802,1591492292,18,15,1,26,0
999,33,0,1591492630.3251226,1591492292,18,16,1,26,0
1000,34,0,1591492637.7845345,1591492292,18,17,0,26,0
1001,35,0,1591492651.8351142,1591492292,18,18,0,26,0
1002,36,0,1591492663.3822343,1591492292,18,19,1,26,0
1003,37,1,1591492677.4978907,1591492292,19,19,1,26,0
1004,38,1,1591492687.6882348,1591492292,20,19,0,26,0
1005,39,1,1591492699.2462292,1591492292,21,19,0,26,0
1006,0,1,1591492726.2965918,1591492720,1,0,0,27,1
1007,1,0,1591492736.0216334,1591492720,1,1,0,27,0
1008,2,0,1591492746.4617374,1591492720,1,2,1,27,0
1009,3,1,1591492770.8045807,1591492720,2,2,1,27,0
1010,4,0,1591492779.483671,1591492720,2,3,0,27,0
1011,5,1,1591492784.8654556,1591492720,3,3,0,27,0
1012,6,1,1591492793.472915,1591492720,4,3,1,27,0
1013,7,1,1591492810.0274646,1591492720,5,3,1,27,0
1014,8,1,1591492821.6076198,1591492720,6,3,0,27,0
1015,9,0,1591492831.6678755,1591492720,6,4,0,27,0
1016,10,1,1591492848.390648,1591492720,7,4,1,27,0
1017,11,0,1591492858.2724226,1591492720,7,5,1,27,0
1018,12,1,1591492872.0906808,1591492720,8,5,0,27,0
1019,13,1,1591492881.4990146,1591492720,9,5,0,27,0
1020,14,0,1591492894.1110024,1591492720,9,6,1,27,0
1021,15,1,1591492904.3163328,1591492720,10,6,1,27,0
1022,16,0,1591492914.7513683,1591492720,10,7,0,27,0
1023,17,1,1591492926.6571848,1591492720,11,7,0,27,0
1024,18,0,1591492952.237332,1591492720,11,8,1,27,0
1025,19,1,1591492967.397776,1591492720,12,8,1,27,0
1026,20,1,1591492978.640793,1591492720,13,8,0,27,0
1027,21,0,1591492991.3373013,1591492720,13,9,0,27,0
1028,22,1,1591492998.6582813,1591492720,14,9,1,27,0
1029,23,0,1591493006.295386,1591492720,14,10,1,27,0
1030,24,0,1591493029.8036413,1591492720,14,11,0,27,0
1031,25,1,1591493052.5834212,1591492720,15,11,0,27,0
1032,26,1,1591493062.5337029,1591492720,16,11,1,27,0
1033,27,0,1591493076.168781,1591492720,16,12,1,27,0
1034,28,1,1591493093.673467,1591492720,17,12,0,27,0
1035,29,1,1591493100.292044,1591492720,18,12,0,27,0
1036,30,0,1591493111.9390798,1591492720,18,13,1,27,0
1037,31,1,1591493121.3341408,1591492720,19,13,1,27,0
1038,32,1,1591493129.6796033,1591492720,20,13,0,27,0
1039,33,0,1591493145.895101,1591492720,20,14,0,27,0
1040,34,1,1591493152.0029004,1591492720,21,14,1,27,0
1041,0,0,1591582311.5316389,1591582303,0,1,0,28,2
1042,1,1,1591582321.0502067,1591582303,1,1,0,28,0
1043,2,1,1591582338.6021948,1591582303,2,1,1,28,0
1044,3,1,1591582352.4579563,1591582303,3,1,1,28,0
1045,4,1,1591582360.1177986,1591582303,4,1,0,28,0
1046,5,1,1591582372.0398352,1591582303,5,1,0,28,0
1047,6,1,1591582379.7906828,1591582303,6,1,1,28,0
1048,7,0,1591582388.6628103,1591582303,6,2,1,28,0
1049,8,1,1591582400.1911478,1591582303,7,2,0,28,0
1050,9,1,1591582408.2151716,1591582303,8,2,0,28,0
1051,10,0,1591582413.3903582,1591582303,8,3,1,28,0
1052,11,0,1591582430.9701867,1591582303,8,4,1,28,0
1053,12,1,1591582440.565154,1591582303,9,4,0,28,0
1054,13,0,1591582449.8468206,1591582303,9,5,0,28,0
1055,14,0,1591582458.8858976,1591582303,9,6,1,28,0
1056,15,1,1591582465.9807367,1591582303,10,6,1,28,0
1057,16,1,1591582474.851337,1591582303,11,6,0,28,0
1058,17,0,1591582482.4261189,1591582303,11,7,0,28,0
1059,18,1,1591582490.634094,1591582303,12,7,1,28,0
1060,19,0,1591582499.3396559,1591582303,12,8,1,28,0
1061,20,1,1591582519.4692965,1591582303,13,8,0,28,0
1062,21,1,1591582528.4171216,1591582303,14,8,0,28,0
1063,22,1,1591582553.1376216,1591582303,15,8,1,28,0
1064,23,1,1591582558.3817377,1591582303,16,8,1,28,0
1065,24,0,1591582571.512679,1591582303,16,9,0,28,0
1066,25,1,1591582583.6811945,1591582303,17,9,0,28,0
1067,26,1,1591582592.7056007,1591582303,18,9,1,28,0
1068,27,1,1591582601.2510002,1591582303,19,9,1,28,0
1069,28,1,1591582609.8361986,1591582303,20,9,0,28,0
1070,29,0,1591582621.7616737,1591582303,20,10,0,28,0
1071,30,0,1591582627.976258,1591582303,20,11,1,28,0
1072,31,1,1591582639.6590493,1591582303,21,11,1,28,0
1073,0,1,1591582666.7924647,1591582655,1,0,1,29,1
1074,1,0,1591582680.7370913,1591582655,1,1,1,29,0
1075,2,0,1591582696.7676852,1591582655,1,2,0,29,0
1076,3,0,1591582704.4221442,1591582655,1,3,0,29,0
1077,4,1,1591582716.9929814,1591582655,2,3,1,29,0
1078,5,0,1591582729.4979062,1591582655,2,4,1,29,0
1079,6,0,1591582742.1504173,1591582655,2,5,0,29,0
1080,7,1,1591582747.9580297,1591582655,3,5,0,29,0
1081,8,0,1591582758.9176557,1591582655,3,6,1,29,0
1082,9,0,1591582767.5357711,1591582655,3,7,1,29,0
1083,10,0,1591582778.573949,1591582655,3,8,0,29,0
1084,11,0,1591582792.7584953,1591582655,3,9,0,29,0
1085,12,1,1591582803.0862794,1591582655,4,9,1,29,0
1086,13,0,1591582809.6313443,1591582655,4,10,1,29,0
1087,14,0,1591582817.4493055,1591582655,4,11,0,29,0
1088,15,0,1591582827.437069,1591582655,4,12,0,29,0
1089,16,1,1591582838.9529545,1591582655,5,12,1,29,0
1090,17,0,1591582847.7318592,1591582655,5,13,1,29,0
1091,18,1,1591582854.4218268,1591582655,6,13,0,29,0
1092,19,0,1591582865.935603,1591582655,6,14,0,29,0
1093,20,0,1591582878.1723511,1591582655,6,15,1,29,0
1094,21,0,1591582897.436074,1591582655,6,16,1,29,0
1095,22,0,1591582935.5582244,1591582655,6,17,0,29,0
1096,23,0,1591582945.7983088,1591582655,6,18,0,29,0
1097,24,0,1591582956.5910609,1591582655,6,19,1,29,0
1098,25,0,1591582963.1207767,1591582655,6,20,1,29,0
1099,26,1,1591582977.3137681,1591582655,7,20,0,29,0
1100,27,0,1591582988.5145402,1591582655,7,21,0,29,0
1101,0,1,1591583061.0509994,1591583030,1,0,1,30,1
1102,1,1,1591583069.2805657,1591583030,2,0,1,30,0
1103,2,0,1591583083.668453,1591583030,2,1,0,30,0
1104,3,0,1591583090.6312528,1591583030,2,2,0,30,0
1105,4,1,1591583104.1812174,1591583030,3,2,1,30,0
1106,5,1,1591583109.4289517,1591583030,4,2,1,30,0
1107,6,1,1591583119.6812024,1591583030,5,2,0,30,0
1108,7,1,1591583131.0467432,1591583030,6,2,0,30,0
1109,8,1,1591583140.3999038,1591583030,7,2,1,30,0
1110,9,0,1591583147.7713544,1591583030,7,3,1,30,0
1111,10,1,1591583155.7536714,1591583030,8,3,0,30,0
1112,11,1,1591583170.8417077,1591583030,9,3,0,30,0
1113,12,1,1591583177.950536,1591583030,10,3,1,30,0
1114,13,0,1591583185.7875614,1591583030,10,4,1,30,0
1115,14,0,1591583191.7576635,1591583030,10,5,0,30,0
1116,15,1,1591583200.7847755,1591583030,11,5,0,30,0
1117,16,1,1591583208.597763,1591583030,12,5,1,30,0
1118,17,1,1591583215.8555136,1591583030,13,5,1,30,0
1119,18,0,1591583225.9554667,1591583030,13,6,0,30,0
1120,19,0,1591583232.4216082,1591583030,13,7,0,30,0
1121,20,0,1591583242.6812289,1591583030,13,8,1,30,0
1122,21,0,1591583255.8806677,1591583030,13,9,1,30,0
1123,22,0,1591583266.534043,1591583030,13,10,0,30,0
1124,23,0,1591583274.7670808,1591583030,13,11,0,30,0
1125,24,1,1591583292.3313084,1591583030,14,11,1,30,0
1126,25,0,1591583300.6165004,1591583030,14,12,1,30,0
1127,26,0,1591583311.2426748,1591583030,14,13,0,30,0
1128,27,1,1591583317.3696,1591583030,15,13,0,30,0
1129,28,0,1591583327.199046,1591583030,15,14,1,30,0
1130,29,1,1591583347.650265,1591583030,16,14,1,30,0
1131,30,0,1591583357.2353694,1591583030,16,15,0,30,0
1132,31,1,1591583371.88262,1591583030,17,15,0,30,0
1133,32,0,1591583387.5581615,1591583030,17,16,1,30,0
1134,33,0,1591583393.197771,1591583030,17,17,1,30,0
1135,34,1,1591583406.0106041,1591583030,18,17,0,30,0
1136,35,1,1591583417.3712528,1591583030,19,17,0,30,0
1137,36,0,1591583430.825308,1591583030,19,18,1,30,0
1138,37,0,1591583441.7843156,1591583030,19,19,1,30,0
1139,38,1,1591583454.2670925,1591583030,20,19,0,30,0
1140,39,1,1591583468.2393162,1591583030,21,19,0,30,0
1141,0,0,1591583500.4051492,1591583488,0,1,1,31,1
1142,1,0,1591583511.8652782,1591583488,0,2,1,31,0
1143,2,1,1591583518.3298223,1591583488,1,2,0,31,0
1144,3,1,1591583528.1697943,1591583488,2,2,0,31,0
1145,4,0,1591583535.2673337,1591583488,2,3,1,31,0
1146,5,1,1591583541.3378212,1591583488,3,3,1,31,0
1147,6,1,1591583549.9008336,1591583488,4,3,0,31,0
1148,7,1,1591583557.0812705,1591583488,5,3,0,31,0
1149,8,0,1591583563.958514,1591583488,5,4,1,31,0
1150,9,1,1591583572.1858852,1591583488,6,4,1,31,0
1151,10,1,1591583579.8464088,1591583488,7,4,0,31,0
1152,11,1,1591583593.9542549,1591583488,8,4,0,31,0
1153,12,1,1591583604.9162753,1591583488,9,4,1,31,0
1154,13,0,1591583613.059339,1591583488,9,5,1,31,0
1155,14,1,1591583622.981256,1591583488,10,5,0,31,0
1156,15,0,1591583632.27916,1591583488,10,6,0,31,0
1157,16,1,1591583638.420288,1591583488,11,6,1,31,0
1158,17,1,1591583645.274207,1591583488,12,6,1,31,0
1159,18,1,1591583653.739946,1591583488,13,6,0,31,0
1160,19,1,1591583667.19313,1591583488,14,6,0,31,0
1161,20,1,1591583674.3840744,1591583488,15,6,1,31,0
1162,21,0,1591583686.3896606,1591583488,15,7,1,31,0
1163,22,1,1591583695.9752831,1591583488,16,7,0,31,0
1164,23,1,1591583706.210073,1591583488,17,7,0,31,0
1165,24,1,1591583717.8879154,1591583488,18,7,1,31,0
1166,25,1,1591583732.3057437,1591583488,19,7,1,31,0
1167,26,1,1591583739.324002,1591583488,20,7,0,31,0
1168,27,0,1591583750.3783824,1591583488,20,8,0,31,0
1169,28,1,1591583760.3896224,1591583488,21,8,1,31,0
1170,0,0,1591583778.2362952,1591583768,0,1,1,32,1
1171,1,0,1591583786.7014253,1591583768,0,2,1,32,0
1172,2,1,1591583793.3290548,1591583768,1,2,0,32,0
1173,3,1,1591583798.8966298,1591583768,2,2,0,32,0
1174,4,1,1591583812.5345795,1591583768,3,2,1,32,0
1175,5,1,1591583819.3216703,1591583768,4,2,1,32,0
1176,6,1,1591583831.4119654,1591583768,5,2,0,32,0
1177,7,0,1591583844.7040958,1591583768,5,3,0,32,0
1178,8,1,1591583851.890828,1591583768,6,3,1,32,0
1179,9,0,1591583860.7620633,1591583768,6,4,1,32,0
1180,10,1,1591583876.3128223,1591583768,7,4,0,32,0
1181,11,0,1591583902.710584,1591583768,7,5,0,32,0
1182,12,0,1591583911.9990187,1591583768,7,6,1,32,0
1183,13,1,1591583919.5853252,1591583768,8,6,1,32,0
1184,14,1,1591583926.5261445,1591583768,9,6,0,32,0
1185,15,1,1591583950.0613184,1591583768,10,6,0,32,0
1186,16,0,1591583961.586311,1591583768,10,7,1,32,0
1187,17,1,1591583973.607181,1591583768,11,7,1,32,0
1188,18,1,1591583980.0617073,1591583768,12,7,0,32,0
1189,19,0,1591584005.0328968,1591583768,12,8,0,32,0
1190,20,1,1591584016.2234385,1591583768,13,8,1,32,0
1191,21,0,1591584022.3574872,1591583768,13,9,1,32,0
1192,22,1,1591584033.3927877,1591583768,14,9,0,32,0
1193,23,0,1591584038.72272,1591583768,14,10,0,32,0
1194,24,0,1591584047.8874435,1591583768,14,11,1,32,0
1195,25,0,1591584059.8056571,1591583768,14,12,1,32,0
1196,26,0,1591584073.970506,1591583768,14,13,0,32,0
1197,27,1,1591584092.5044878,1591583768,15,13,0,32,0
1198,28,0,1591584101.9683278,1591583768,15,14,1,32,0
1199,29,1,1591584125.648664,1591583768,16,14,1,32,0
1200,30,1,1591584135.6442678,1591583768,17,14,0,32,0
1201,31,1,1591584144.0288544,1591583768,18,14,0,32,0
1202,32,0,1591584158.2000446,1591583768,18,15,1,32,0
1203,33,0,1591584166.7399135,1591583768,18,16,1,32,0
1204,34,0,1591584178.2116585,1591583768,18,17,0,32,0
1205,35,0,1591584192.2879906,1591583768,18,18,0,32,0
1206,36,1,1591584200.5986114,1591583768,19,18,1,32,0
1207,37,0,1591584216.6080325,1591583768,19,19,1,32,0
1208,38,1,1591584238.4314628,1591583768,20,19,0,32,0
1209,39,1,1591584260.1058164,1591583768,21,19,0,32,0
1210,0,0,1591663412.596617,1591663400,0,1,0,33,2
1211,1,1,1591663417.771223,1591663400,1,1,0,33,0
1212,2,0,1591663431.7094474,1591663400,1,2,1,33,0
1213,3,0,1591663443.169378,1591663400,1,3,1,33,0
1214,4,1,1591663453.6551657,1591663400,2,3,0,33,0
1215,5,1,1591663458.5880527,1591663400,3,3,0,33,0
1216,6,0,1591663469.2421339,1591663400,3,4,1,33,0
1217,7,0,1591663483.7422078,1591663400,3,5,1,33,0
1218,8,0,1591663500.185884,1591663400,3,6,0,33,0
1219,9,1,1591663508.837124,1591663400,4,6,0,33,0
1220,10,1,1591663523.5980985,1591663400,5,6,1,33,0
1221,11,0,1591663531.5840478,1591663400,5,7,1,33,0
1222,12,1,1591663543.3532171,1591663400,6,7,0,33,0
1223,13,0,1591663551.018534,1591663400,6,8,0,33,0
1224,14,0,1591663563.361359,1591663400,6,9,1,33,0
1225,15,0,1591663571.7440534,1591663400,6,10,1,33,0
1226,16,1,1591663578.6091216,1591663400,7,10,0,33,0
1227,17,1,1591663588.8490615,1591663400,8,10,0,33,0
1228,18,1,1591663595.2389863,1591663400,9,10,1,33,0
1229,19,0,1591663603.3137403,1591663400,9,11,1,33,0
1230,20,1,1591663615.5589023,1591663400,10,11,0,33,0
1231,21,1,1591663623.417856,1591663400,11,11,0,33,0
1232,22,0,1591663637.5160596,1591663400,11,12,1,33,0
1233,23,1,1591663650.3077433,1591663400,12,12,1,33,0
1234,24,1,1591663667.468138,1591663400,13,12,0,33,0
1235,25,0,1591663677.4581053,1591663400,13,13,0,33,0
1236,26,1,1591663691.3855097,1591663400,14,13,1,33,0
1237,27,1,1591663704.3458931,1591663400,15,13,1,33,0
1238,28,0,1591663710.9657788,1591663400,15,14,0,33,0
1239,29,0,1591663722.749274,1591663400,15,15,0,33,0
1240,30,0,1591663739.1791773,1591663400,15,16,1,33,0
1241,31,1,1591663757.0198386,1591663400,16,16,1,33,0
1242,32,1,1591663766.7601025,1591663400,17,16,0,33,0
1243,33,0,1591663781.7420902,1591663400,17,17,0,33,0
1244,34,0,1591663787.301538,1591663400,17,18,1,33,0
1245,35,0,1591663805.517326,1591663400,17,19,1,33,0
1246,36,1,1591663819.7748716,1591663400,18,19,0,33,0
1247,37,0,1591663833.0691926,1591663400,18,20,0,33,0
1248,38,1,1591663843.8729162,1591663400,19,20,1,33,0
1249,39,1,1591663855.5690022,1591663400,20,20,1,33,0
1250,40,0,1591663865.0169606,1591663400,20,21,0,33,0
1251,41,1,1591663873.4014053,1591663400,21,21,1,33,0
1252,42,0,1591663879.5385528,1591663400,21,22,0,33,0
1253,43,0,1591663888.5714457,1591663400,21,23,1,33,0
1254,0,1,1591663910.41174,1591663900,1,0,0,34,1
1255,1,0,1591663919.5218306,1591663900,1,1,0,34,0
1256,2,0,1591663940.3399065,1591663900,1,2,1,34,0
1257,3,1,1591663951.3726559,1591663900,2,2,1,34,0
1258,4,1,1591663961.4621766,1591663900,3,2,0,34,0
1259,5,1,1591663974.4581559,1591663900,4,2,0,34,0
1260,6,1,1591663983.8037796,1591663900,5,2,1,34,0
1261,7,0,1591663997.8296893,1591663900,5,3,1,34,0
1262,8,1,1591664009.1130965,1591663900,6,3,0,34,0
1263,9,0,1591664017.183177,1591663900,6,4,0,34,0
1264,10,1,1591664026.445936,1591663900,7,4,1,34,0
1265,11,0,1591664033.873967,1591663900,7,5,1,34,0
1266,12,1,1591664052.261103,1591663900,8,5,0,34,0
1267,13,1,1591664061.7837362,1591663900,9,5,0,34,0
1268,14,1,1591664082.4429042,1591663900,10,5,1,34,0
1269,15,0,1591664090.826731,1591663900,10,6,1,34,0
1270,16,1,1591664100.7474632,1591663900,11,6,0,34,0
1271,17,0,1591664110.6598058,1591663900,11,7,0,34,0
1272,18,0,1591664125.3751097,1591663900,11,8,1,34,0
1273,19,1,1591664131.7571814,1591663900,12,8,1,34,0
1274,20,1,1591664140.392329,1591663900,13,8,0,34,0
1275,21,1,1591664150.3053944,1591663900,14,8,0,34,0
1276,22,0,1591664156.7601151,1591663900,14,9,1,34,0
1277,23,1,1591664165.3098273,1591663900,15,9,1,34,0
1278,24,0,1591664173.5395982,1591663900,15,10,0,34,0
1279,25,1,1591664185.1466331,1591663900,16,10,0,34,0
1280,26,0,1591664192.957141,1591663900,16,11,1,34,0
1281,27,1,1591664207.761252,1591663900,17,11,1,34,0
1282,28,1,1591664216.240251,1591663900,18,11,0,34,0
1283,29,1,1591664237.1835527,1591663900,19,11,0,34,0
1284,30,0,1591664249.643817,1591663900,19,12,1,34,0
1285,31,1,1591664263.4989426,1591663900,20,12,1,34,0
1286,32,1,1591664274.8722353,1591663900,21,12,0,34,0
1287,0,0,1591762894.0441086,1591762885,0,1,1,35,2
1288,1,1,1591762898.408872,1591762885,1,1,1,35,0
1289,2,0,1591762914.7598164,1591762885,1,2,0,35,0
1290,3,0,1591762926.208176,1591762885,1,3,0,35,0
1291,4,1,1591762934.2854056,1591762885,2,3,1,35,0
1292,5,1,1591762951.2156794,1591762885,3,3,1,35,0
1293,6,1,1591762968.197229,1591762885,4,3,0,35,0
1294,7,1,1591762980.042616,1591762885,5,3,0,35,0
1295,8,0,1591763003.1883233,1591762885,5,4,1,35,0
1296,9,1,1591763018.0787728,1591762885,6,4,1,35,0
1297,10,1,1591763030.5664935,1591762885,7,4,0,35,0
1298,11,1,1591763038.1438382,1591762885,8,4,0,35,0
1299,12,0,1591763057.0111895,1591762885,8,5,1,35,0
1300,13,0,1591763070.4042313,1591762885,8,6,1,35,0
1301,14,0,1591763080.7193344,1591762885,8,7,0,35,0
1302,15,1,1591763088.13905,1591762885,9,7,0,35,0
1303,16,1,1591763097.2796743,1591762885,10,7,1,35,0
1304,17,0,1591763105.5844033,1591762885,10,8,1,35,0
1305,18,1,1591763116.3023016,1591762885,11,8,0,35,0
1306,19,0,1591763124.8426943,1591762885,11,9,0,35,0
1307,20,1,1591763138.5359495,1591762885,12,9,1,35,0
1308,21,0,1591763147.7249017,1591762885,12,10,1,35,0
1309,22,1,1591763154.3384688,1591762885,13,10,0,35,0
1310,23,1,1591763162.3987508,1591762885,14,10,0,35,0
1311,24,0,1591763176.969022,1591762885,14,11,1,35,0
1312,25,0,1591763184.3186605,1591762885,14,12,1,35,0
1313,26,1,1591763193.2086663,1591762885,15,12,0,35,0
1314,27,1,1591763204.4832034,1591762885,16,12,0,35,0
1315,28,0,1591763216.2454288,1591762885,16,13,1,35,0
1316,29,1,1591763231.949177,1591762885,17,13,1,35,0
1317,30,1,1591763244.5798116,1591762885,18,13,0,35,0
1318,31,0,1591763254.1569858,1591762885,18,14,0,35,0
1319,32,1,1591763263.8304265,1591762885,19,14,1,35,0
1320,33,1,1591763271.73003,1591762885,20,14,1,35,0
1321,34,1,1591763280.2673528,1591762885,21,14,0,35,0
1322,0,0,1591763310.8927894,1591763304,0,1,0,36,1
1323,1,0,1591763317.9218771,1591763304,0,2,0,36,0
1324,2,1,1591763329.3690617,1591763304,1,2,1,36,0
1325,3,1,1591763336.8688357,1591763304,2,2,1,36,0
1326,4,0,1591763343.8063161,1591763304,2,3,0,36,0
1327,5,0,1591763356.336079,1591763304,2,4,0,36,0
1328,6,0,1591763366.4936464,1591763304,2,5,1,36,0
1329,7,1,1591763379.563711,1591763304,3,5,1,36,0
1330,8,1,1591763386.1087728,1591763304,4,5,0,36,0
1331,9,0,1591763395.6268663,1591763304,4,6,0,36,0
1332,10,0,1591763408.6978717,1591763304,4,7,1,36,0
1333,11,0,1591763421.756615,1591763304,4,8,1,36,0
1334,12,0,1591763428.9430208,1591763304,4,9,0,36,0
1335,13,0,1591763437.0098045,1591763304,4,10,0,36,0
1336,14,0,1591763443.7129414,1591763304,4,11,1,36,0
1337,15,0,1591763451.6150374,1591763304,4,12,1,36,0
1338,16,1,1591763471.677758,1591763304,5,12,0,36,0
1339,17,1,1591763478.5377426,1591763304,6,12,0,36,0
1340,18,1,1591763488.134025,1591763304,7,12,1,36,0
1341,19,1,1591763501.0234113,1591763304,8,12,1,36,0
1342,20,0,1591763509.583487,1591763304,8,13,0,36,0
1343,21,1,1591763521.996502,1591763304,9,13,0,36,0
1344,22,0,1591763531.6763885,1591763304,9,14,1,36,0
1345,23,0,1591763545.0492456,1591763304,9,15,1,36,0
1346,24,1,1591763557.4566536,1591763304,10,15,0,36,0
1347,25,1,1591763567.536945,1591763304,11,15,0,36,0
1348,26,0,1591763576.5793943,1591763304,11,16,1,36,0
1349,27,1,1591763582.4643757,1591763304,12,16,1,36,0
1350,28,0,1591763602.0450375,1591763304,12,17,0,36,0
1351,29,1,1591763612.1620574,1591763304,13,17,0,36,0
1352,30,1,1591763621.8158822,1591763304,14,17,1,36,0
1353,31,1,1591763635.4904017,1591763304,15,17,1,36,0
1354,32,0,1591763645.7958128,1591763304,15,18,0,36,0
1355,33,1,1591763655.777963,1591763304,16,18,0,36,0
1356,34,1,1591763660.2987103,1591763304,17,18,1,36,0
1357,35,1,1591763673.4280295,1591763304,18,18,1,36,0
1358,36,1,1591763679.473478,1591763304,19,18,0,36,0
1359,37,1,1591763695.326463,1591763304,20,18,0,36,0
1360,38,0,1591763703.4009728,1591763304,20,19,1,36,0
1361,39,0,1591763712.1089976,1591763304,20,20,1,36,0
1362,40,1,1591763727.7142396,1591763304,21,20,0,36,0
1363,41,0,1591763739.044441,1591763304,21,21,1,36,0
1364,42,1,1591763750.871989,1591763304,22,21,0,36,0
1365,43,0,1591763758.61215,1591763304,22,22,1,36,0
1366,44,1,1591763773.922406,1591763304,23,22,0,36,0
1367,45,0,1591763800.4785228,1591763304,23,23,1,36,0
1368,46,0,1591763820.065313,1591763304,23,24,0,36,0
1369,47,0,1591763830.4653785,1591763304,23,25,1,36,0
1370,0,1,1591763857.1664376,1591763839,1,0,0,37,1
1371,1,0,1591763876.6011145,1591763839,1,1,0,37,0
1372,2,0,1591763885.2340007,1591763839,1,2,1,37,0
1373,3,0,1591763903.0567188,1591763839,1,3,1,37,0
1374,4,1,1591763920.542311,1591763839,2,3,0,37,0
1375,5,0,1591763927.55762,1591763839,2,4,0,37,0
1376,6,0,1591763938.799804,1591763839,2,5,1,37,0
1377,7,1,1591763948.3580785,1591763839,3,5,1,37,0
1378,8,0,1591763954.5705838,1591763839,3,6,0,37,0
1379,9,0,1591763964.6680202,1591763839,3,7,0,37,0
1380,10,1,1591763972.4080052,1591763839,4,7,1,37,0
1381,11,0,1591763980.2329473,1591763839,4,8,1,37,0
1382,12,1,1591763991.1162288,1591763839,5,8,0,37,0
1383,13,1,1591763999.1888578,1591763839,6,8,0,37,0
1384,14,0,1591764022.5660655,1591763839,6,9,1,37,0
1385,15,1,1591764029.1964853,1591763839,7,9,1,37,0
