,index,point,time,gametime,ash_points,ben_points,server,game_num,point_type
2975,10,0,1593219883.8113317,1593219741,4,7,1,81,0
2976,11,0,1593219896.564678,1593219741,4,8,1,81,0
2977,12,1,1593219906.7436934,1593219741,5,8,0,81,0
2978,13,0,1593219917.4998221,1593219741,5,9,0,81,0
2979,14,0,1593219938.38482,1593219741,5,10,1,81,0
2980,15,1,1593219944.7050126,1593219741,6,10,1,81,0
2981,16,1,1593219952.7124662,1593219741,7,10,0,81,0
2982,17,0,1593219961.840462,1593219741,7,11,0,81,0
2983,18,1,1593219970.630038,1593219741,8,11,1,81,0
2984,19,1,1593219986.9930136,1593219741,9,11,1,81,0
2985,20,1,1593219995.0809922,1593219741,10,11,0,81,0
2986,21,0,1593220005.3155015,1593219741,10,12,0,81,0
2987,22,1,1593220016.0914693,1593219741,11,12,1,81,0
2988,23,0,1593220023.3515916,1593219741,11,13,1,81,0
2989,24,1,1593220030.9671128,1593219741,12,13,0,81,0
2990,25,0,1593220048.6464016,1593219741,12,14,0,81,0
2991,26,0,1593220057.0618052,1593219741,12,15,1,81,0
2992,27,0,1593220072.604348,1593219741,12,16,1,81,0
2993,28,0,1593220082.3804142,1593219741,12,17,0,81,0
2994,29,0,1593220091.0926259,1593219741,12,18,0,81,0
2995,30,1,1593220096.700004,1593219741,13,18,1,81,0
2996,31,0,1593220105.9349291,1593219741,13,19,1,81,0
2997,32,0,1593220117.360683,1593219741,13,20,0,81,0
2998,33,0,1593220126.934919,1593219741,13,21,0,81,0
2999,0,1,1593220173.8239846,1593220161,1,0,0,82,1
3000,1,1,1593220181.7390738,1593220161,2,0,0,82,0
3001,2,0,1593220207.5812533,1593220161,2,1,1,82,0
3002,3,0,1593220216.8811257,1593220161,2,2,1,82,0
3003,4,0,1593220226.6723454,1593220161,2,3,0,82,0
3004,5,0,1593220234.753023,1593220161,2,4,0,82,0
3005,6,0,1593220243.2415447,1593220161,2,5,1,82,0
3006,7,0,1593220255.8931856,1593220161,2,6,1,82,0
3007,8,0,1593220266.7999146,1593220161,2,7,0,82,0
3008,9,0,1593220277.0704937,1593220161,2,8,0,82,0
3009,10,1,1593220286.5375664,1593220161,3,8,1,82,0
3010,11,1,1593220297.3710353,1593220161,4,8,1,82,0
3011,12,1,1593220305.5987635,1593220161,5,8,0,82,0
3012,13,0,1593220318.4641297,1593220161,5,9,0,82,0
3013,14,0,1593220345.913854,1593220161,5,10,1,82,0
3014,15,1,1593220355.2197783,1593220161,6,10,1,82,0
3015,16,0,1593220368.118697,1593220161,6,11,0,82,0
3016,17,0,1593220372.5690808,1593220161,6,12,0,82,0
3017,18,1,1593220384.6456127,1593220161,7,12,1,82,0
3018,19,1,1593220393.785312,1593220161,8,12,1,82,0
3019,20,1,1593220400.1493623,1593220161,9,12,0,82,0
3020,21,1,1593220411.3998096,1593220161,10,12,0,82,0
3021,22,0,1593220418.9453685,1593220161,10,13,1,82,0
3022,23,0,1593220430.0993404,1593220161,10,14,1,82,0
3023,24,1,1593220448.747994,1593220161,11,14,0,82,0
3024,25,0,1593220458.9049735,1593220161,11,15,0,82,0
3025,26,0,1593220470.845313,1593220161,11,16,1,82,0
3026,27,0,1593220482.3133512,1593220161,11,17,1,82,0
3027,28,1,1593220488.9432616,1593220161,12,17,0,82,0
3028,29,1,1593220505.3714664,1593220161,13,17,0,82,0
3029,30,0,1593220512.7112517,1593220161,13,18,1,82,0
3030,31,1,1593220530.2315493,1593220161,14,18,1,82,0
3031,32,0,1593220544.4676578,1593220161,14,19,0,82,0
3032,33,1,1593220553.4093335,1593220161,15,19,0,82,0
3033,34,0,1593220567.1219525,1593220161,15,20,1,82,0
3034,35,1,1593220578.5623171,1593220161,16,20,1,82,0
3035,36,0,1593220586.8044043,1593220161,16,21,0,82,0
3036,0,1,1593220606.0475383,1593220599,1,0,1,83,1
3037,1,0,1593220613.353114,1593220599,1,1,1,83,0
3038,2,0,1593220618.7828639,1593220599,1,2,0,83,0
3039,3,1,1593220633.0648696,1593220599,2,2,0,83,0
3040,4,1,1593220653.9331584,1593220599,3,2,1,83,0
3041,5,1,1593220663.2202957,1593220599,4,2,1,83,0
3042,6,0,1593220671.8658369,1593220599,4,3,0,83,0
3043,7,0,1593220680.3454006,1593220599,4,4,0,83,0
3044,8,1,1593220689.881434,1593220599,5,4,1,83,0
3045,9,1,1593220699.142074,1593220599,6,4,1,83,0
3046,10,0,1593220710.0419083,1593220599,6,5,0,83,0
3047,11,1,1593220718.8294559,1593220599,7,5,0,83,0
3048,12,1,1593220725.551997,1593220599,8,5,1,83,0
3049,13,0,1593220740.0995955,1593220599,8,6,1,83,0
3050,14,1,1593220747.7741654,1593220599,9,6,0,83,0
3051,15,1,1593220760.460084,1593220599,10,6,0,83,0
3052,16,1,1593220764.7022765,1593220599,11,6,1,83,0
3053,17,1,1593220774.1447937,1593220599,12,6,1,83,0
3054,18,0,1593220783.2745287,1593220599,12,7,0,83,0
3055,19,0,1593220787.8154752,1593220599,12,8,0,83,0
3056,20,1,1593220800.6907911,1593220599,13,8,1,83,0
3057,21,0,1593220813.4432976,1593220599,13,9,1,83,0
3058,22,0,1593220822.7408845,1593220599,13,10,0,83,0
3059,23,0,1593220834.302038,1593220599,13,11,0,83,0
3060,24,1,1593220857.152858,1593220599,14,11,1,83,0
3061,25,1,1593220871.7624671,1593220599,15,11,1,83,0
3062,26,1,1593220882.011762,1593220599,16,11,0,83,0
3063,27,0,1593220891.9393263,1593220599,16,12,0,83,0
3064,28,1,1593220917.5618875,1593220599,17,12,1,83,0
3065,29,1,1593220934.277065,1593220599,18,12,1,83,0
3066,30,0,1593220947.9740589,1593220599,18,13,0,83,0
3067,31,0,1593220960.5529416,1593220599,18,14,0,83,0
3068,32,0,1593220970.9929528,1593220599,18,15,1,83,0
3069,33,1,1593220978.5838351,1593220599,19,15,1,83,0
3070,34,1,1593220987.4179113,1593220599,20,15,0,83,0
3071,35,0,1593221002.124616,1593220599,20,16,0,83,0
3072,36,0,1593221012.961531,1593220599,20,17,1,83,0
3073,37,0,1593221018.163827,1593220599,20,18,1,83,0
3074,38,0,1593221036.5837426,1593220599,20,19,0,83,0
3075,39,0,1593221065.2158842,1593220599,20,20,0,83,0
3076,40,0,1593221075.6415522,1593220599,20,21,1,83,0
3077,41,0,1593221084.2746425,1593220599,20,22,0,83,0
3078,0,0,1593221115.9620483,1593221107,0,1,1,84,1
3079,1,1,1593221129.035515,1593221107,1,1,1,84,0
3080,2,1,1593221155.995705,1593221107,2,1,0,84,0
3081,3,0,1593221179.2857513,1593221107,2,2,0,84,0
3082,4,1,1593221196.292209,1593221107,3,2,1,84,0
3083,5,1,1593221218.5392966,1593221107,4,2,1,84,0
3084,6,1,1593221221.309008,1593221107,5,2,0,84,0
3085,7,0,1593221237.2748258,1593221107,5,3,0,84,0
3086,8,1,1593221244.9691954,1593221107,6,3,1,84,0
3087,9,0,1593221253.4691887,1593221107,6,4,1,84,0
3088,10,1,1593221274.5555077,1593221107,7,4,0,84,0
3089,11,1,1593221282.470086,1593221107,8,4,0,84,0
3090,12,1,1593221293.3147645,1593221107,9,4,1,84,0
3091,13,1,1593221305.9481,1593221107,10,4,1,84,0
3092,14,0,1593221315.178618,1593221107,10,5,0,84,0
3093,15,1,1593221321.9250393,1593221107,11,5,0,84,0
3094,16,1,1593221336.4386303,1593221107,12,5,1,84,0
3095,17,0,1593221348.304497,1593221107,12,6,1,84,0
3096,18,1,1593221354.3757443,1593221107,13,6,0,84,0
3097,19,1,1593221369.7918942,1593221107,14,6,0,84,0
3098,20,1,1593221378.1193712,1593221107,15,6,1,84,0
3099,21,0,1593221385.0014904,1593221107,15,7,1,84,0
3100,22,0,1593221392.2498996,1593221107,15,8,0,84,0
3101,23,1,1593221401.4895978,1593221107,16,8,0,84,0
3102,24,0,1593221413.1021175,1593221107,16,9,1,84,0
3103,25,1,1593221422.0039575,1593221107,17,9,1,84,0
3104,26,0,1593221433.1515017,1593221107,17,10,0,84,0
3105,27,1,1593221439.8527179,1593221107,18,10,0,84,0
3106,28,0,1593221460.3929145,1593221107,18,11,1,84,0
3107,29,0,1593221471.2890735,1593221107,18,12,1,84,0
3108,30,1,1593221479.2108176,1593221107,19,12,0,84,0
3109,31,1,1593221488.3314354,1593221107,20,12,0,84,0
3110,32,0,1593221501.2433121,1593221107,20,13,1,84,0
3111,33,1,1593221517.2037337,1593221107,21,13,1,84,0
3112,0,0,1593221545.6372042,1593221530,0,1,0,85,1
3113,1,1,1593221552.288422,1593221530,1,1,0,85,0
3114,2,1,1593221560.496889,1593221530,2,1,1,85,0
3115,3,0,1593221573.7474165,1593221530,2,2,1,85,0
3116,4,1,1593221589.4970598,1593221530,3,2,0,85,0
3117,5,1,1593221600.6571302,1593221530,4,2,0,85,0
3118,6,1,1593221613.900813,1593221530,5,2,1,85,0
3119,7,1,1593221621.037711,1593221530,6,2,1,85,0
3120,8,1,1593221637.1802151,1593221530,7,2,0,85,0
3121,9,0,1593221647.3555899,1593221530,7,3,0,85,0
3122,10,0,1593221677.7611234,1593221530,7,4,1,85,0
3123,11,0,1593221693.2931397,1593221530,7,5,1,85,0
3124,12,0,1593221700.581276,1593221530,7,6,0,85,0
3125,13,0,1593221713.661693,1593221530,7,7,0,85,0
3126,14,1,1593221723.4285688,1593221530,8,7,1,85,0
3127,15,1,1593221728.6899667,1593221530,9,7,1,85,0
3128,16,0,1593221745.7913373,1593221530,9,8,0,85,0
3129,17,0,1593221753.1496863,1593221530,9,9,0,85,0
3130,18,0,1593221767.2792957,1593221530,9,10,1,85,0
3131,19,0,1593221774.0847158,1593221530,9,11,1,85,0
3132,20,1,1593221785.698012,1593221530,10,11,0,85,0
3133,21,0,1593221795.220152,1593221530,10,12,0,85,0
3134,22,0,1593221809.8415377,1593221530,10,13,1,85,0
3135,23,1,1593221829.1261148,1593221530,11,13,1,85,0
3136,24,1,1593221842.7581842,1593221530,12,13,0,85,0
3137,25,0,1593221851.5035493,1593221530,12,14,0,85,0
3138,26,0,1593221862.228645,1593221530,12,15,1,85,0
3139,27,0,1593221871.2005785,1593221530,12,16,1,85,0
3140,28,0,1593221879.20085,1593221530,12,17,0,85,0
3141,29,0,1593221887.6790998,1593221530,12,18,0,85,0
3142,30,1,1593221903.1043406,1593221530,13,18,1,85,0
3143,31,0,1593221916.4296732,1593221530,13,19,1,85,0
3144,32,0,1593221926.2791164,1593221530,13,20,0,85,0
3145,33,0,1593221934.847971,1593221530,13,21,0,85,0
3146,0,1,1593310798.0299797,1593310780,1,0,1,86,2
3147,1,0,1593310814.237732,1593310780,1,1,1,86,0
3148,2,1,1593310822.1561103,1593310780,2,1,0,86,0
3149,3,0,1593310829.0256183,1593310780,2,2,0,86,0
3150,4,0,1593310836.4513156,1593310780,2,3,1,86,0
3151,5,1,1593310846.6196127,1593310780,3,3,1,86,0
3152,6,1,1593310861.7174067,1593310780,4,3,0,86,0
3153,7,0,1593310869.7165027,1593310780,4,4,0,86,0
3154,8,1,1593310878.9266796,1593310780,5,4,1,86,0
3155,9,0,1593310888.1220665,1593310780,5,5,1,86,0
3156,10,0,1593310899.345368,1593310780,5,6,0,86,0
3157,11,0,1593310913.6327827,1593310780,5,7,0,86,0
3158,12,1,1593310928.3279154,1593310780,6,7,1,86,0
3159,13,0,1593310936.245247,1593310780,6,8,1,86,0
3160,14,1,1593310947.5149367,1593310780,7,8,0,86,0
3161,15,1,1593310964.320652,1593310780,8,8,0,86,0
3162,16,1,1593310976.488332,1593310780,9,8,1,86,0
3163,17,0,1593310987.0019093,1593310780,9,9,1,86,0
3164,18,0,1593310995.9832768,1593310780,9,10,0,86,0
3165,19,1,1593311007.0408306,1593310780,10,10,0,86,0
3166,20,0,1593311014.3091483,1593310780,10,11,1,86,0
3167,21,1,1593311027.0665395,1593310780,11,11,1,86,0
3168,22,0,1593311034.0338874,1593310780,11,12,0,86,0
3169,23,1,1593311042.0915377,1593310780,12,12,0,86,0
3170,24,0,1593311060.3922238,1593310780,12,13,1,86,0
3171,25,1,1593311068.3091066,1593310780,13,13,1,86,0
3172,26,0,1593311073.4703705,1593310780,13,14,0,86,0
3173,27,1,1593311084.909871,1593310780,14,14,0,86,0
3174,28,1,1593311090.5703232,1593310780,15,14,1,86,0
3175,29,1,1593311101.9497898,1593310780,16,14,1,86,0
3176,30,1,1593311109.000435,1593310780,17,14,0,86,0
3177,31,0,1593311124.4879532,1593310780,17,15,0,86,0
3178,32,1,1593311136.0580769,1593310780,18,15,1,86,0
3179,33,1,1593311150.6257427,1593310780,19,15,1,86,0
3180,34,1,1593311163.208139,1593310780,20,15,0,86,0
3181,35,0,1593311177.4843707,1593310780,20,16,0,86,0
3182,36,0,1593311186.0105824,1593310780,20,17,1,86,0
3183,37,0,1593311198.138889,1593310780,20,18,1,86,0
3184,38,0,1593311205.8914921,1593310780,20,19,0,86,0
3185,39,1,1593311224.2216368,1593310780,21,19,0,86,0
3186,0,0,1593311280.3325622,1593311241,0,1,1,87,1
3187,1,1,1593311289.3880582,1593311241,1,1,1,87,0
3188,2,0,1593311297.715598,1593311241,1,2,0,87,0
3189,3,0,1593311306.2458894,1593311241,1,3,0,87,0
3190,4,0,1593311316.8202946,1593311241,1,4,1,87,0
3191,5,0,1593311328.0408158,1593311241,1,5,1,87,0
3192,6,1,1593311337.4888766,1593311241,2,5,0,87,0
3193,7,0,1593311344.9315271,1593311241,2,6,0,87,0
3194,8,1,1593311350.9991481,1593311241,3,6,1,87,0
3195,9,1,1593311363.5084836,1593311241,4,6,1,87,0
3196,10,0,1593311375.5270083,1593311241,4,7,0,87,0
3197,11,1,1593311389.2840497,1593311241,5,7,0,87,0
3198,12,0,1593311398.719041,1593311241,5,8,1,87,0
3199,13,1,1593311411.080037,1593311241,6,8,1,87,0
3200,14,1,1593311423.9099498,1593311241,7,8,0,87,0
3201,15,0,1593311430.2970173,1593311241,7,9,0,87,0
3202,16,1,1593311444.9726884,1593311241,8,9,1,87,0
3203,17,1,1593311453.6582634,1593311241,9,9,1,87,0
3204,18,1,1593311464.8909788,1593311241,10,9,0,87,0
3205,19,0,1593311484.021084,1593311241,10,10,0,87,0
3206,20,1,1593311492.33803,1593311241,11,10,1,87,0
3207,21,1,1593311504.7681508,1593311241,12,10,1,87,0
3208,22,1,1593311519.3738732,1593311241,13,10,0,87,0
3209,23,0,1593311529.3713913,1593311241,13,11,0,87,0
3210,24,1,1593311538.7242386,1593311241,14,11,1,87,0
3211,25,0,1593311544.06216,1593311241,14,12,1,87,0
3212,26,1,1593311556.944194,1593311241,15,12,0,87,0
3213,27,0,1593311568.974544,1593311241,15,13,0,87,0
3214,28,0,1593311578.754288,1593311241,15,14,1,87,0
3215,29,1,1593311595.6201777,1593311241,16,14,1,87,0
3216,30,1,1593311609.7455556,1593311241,17,14,0,87,0
3217,31,1,1593311617.417109,1593311241,18,14,0,87,0
3218,32,0,1593311641.2353764,1593311241,18,15,1,87,0
3219,33,0,1593311655.3338726,1593311241,18,16,1,87,0
3220,34,1,1593311673.4626536,1593311241,19,16,0,87,0
3221,35,0,1593311686.5187087,1593311241,19,17,0,87,0
3222,36,1,1593311696.032156,1593311241,20,17,1,87,0
3223,37,0,1593311702.0219102,1593311241,20,18,1,87,0
3224,38,0,1593311723.8128436,1593311241,20,19,0,87,0
3225,39,1,1593311735.7520654,1593311241,21,19,0,87,0
3226,0,1,1593311767.2990825,1593311754,1,0,1,88,1
3227,1,0,1593311774.6630535,1593311754,1,1,1,88,0
3228,2,0,1593311781.5329952,1593311754,1,2,0,88,0
3229,3,1,1593311792.6484241,1593311754,2,2,0,88,0
3230,4,1,1593311800.2602189,1593311754,3,2,1,88,0
3231,5,0,1593311812.7383692,1593311754,3,3,1,88,0
3232,6,1,1593311824.925761,1593311754,4,3,0,88,0
3233,7,1,1593311840.1709363,1593311754,5,3,0,88,0
3234,8,1,1593311847.0462017,1593311754,6,3,1,88,0
3235,9,1,1593311855.7342513,1593311754,7,3,1,88,0
3236,10,1,1593311863.8181934,1593311754,8,3,0,88,0
3237,11,1,1593311881.6165302,1593311754,9,3,0,88,0
3238,12,0,1593311894.6965938,1593311754,9,4,1,88,0
3239,13,1,1593311901.7420566,1593311754,10,4,1,88,0
3240,14,1,1593311907.332661,1593311754,11,4,0,88,0
3241,15,1,1593311914.365246,1593311754,12,4,0,88,0
3242,16,0,1593311920.428924,1593311754,12,5,1,88,0
3243,17,1,1593311927.6295118,1593311754,13,5,1,88,0
3244,18,0,1593311934.5776465,1593311754,13,6,0,88,0
3245,19,1,1593311943.6454446,1593311754,14,6,0,88,0
3246,20,0,1593311950.100156,1593311754,14,7,1,88,0
3247,21,0,1593311964.696389,1593311754,14,8,1,88,0
3248,22,1,1593311978.3455458,1593311754,15,8,0,88,0
3249,23,1,1593311997.4630806,1593311754,16,8,0,88,0
3250,24,1,1593312009.8934798,1593311754,17,8,1,88,0
3251,25,1,1593312026.8528943,1593311754,18,8,1,88,0
3252,26,0,1593312034.1473808,1593311754,18,9,0,88,0
3253,27,1,1593312044.0170712,1593311754,19,9,0,88,0
3254,28,1,1593312049.5220273,1593311754,20,9,1,88,0
3255,29,1,1593312057.2946918,1593311754,21,9,1,88,0
3256,0,0,1593312096.0255973,1593312085,0,1,1,89,1
3257,1,1,1593312103.132319,1593312085,1,1,1,89,0
3258,2,0,1593312119.9963415,1593312085,1,2,0,89,0
3259,3,1,1593312138.962806,1593312085,2,2,0,89,0
3260,4,1,1593312146.1755004,1593312085,3,2,1,89,0
3261,5,0,1593312158.045692,1593312085,3,3,1,89,0
3262,6,1,1593312171.5487263,1593312085,4,3,0,89,0
3263,7,0,1593312181.6366162,1593312085,4,4,0,89,0
3264,8,1,1593312193.9799402,1593312085,5,4,1,89,0
3265,9,0,1593312218.0569692,1593312085,5,5,1,89,0
3266,10,1,1593312230.9798212,1593312085,6,5,0,89,0
3267,11,0,1593312241.3670542,1593312085,6,6,0,89,0
3268,12,1,1593312253.0800617,1593312085,7,6,1,89,0
3269,13,0,1593312264.1310492,1593312085,7,7,1,89,0
3270,14,0,1593312280.1982787,1593312085,7,8,0,89,0
3271,15,1,1593312288.122755,1593312085,8,8,0,89,0
3272,16,1,1593312294.427742,1593312085,9,8,1,89,0
3273,17,1,1593312305.8107219,1593312085,10,8,1,89,0
3274,18,0,1593312324.9012692,1593312085,10,9,0,89,0
3275,19,1,1593312340.140888,1593312085,11,9,0,89,0
3276,20,0,1593312345.7884078,1593312085,11,10,1,89,0
3277,21,1,1593312363.301659,1593312085,12,10,1,89,0
3278,22,0,1593312379.5113847,1593312085,12,11,0,89,0
3279,23,0,1593312390.0743372,1593312085,12,12,0,89,0
3280,24,1,1593312400.0092323,1593312085,13,12,1,89,0
3281,25,0,1593312406.074104,1593312085,13,13,1,89,0
3282,26,0,1593312418.0020998,1593312085,13,14,0,89,0
3283,27,0,1593312430.0067728,1593312085,13,15,0,89,0
3284,28,0,1593312435.8372746,1593312085,13,16,1,89,0
3285,29,0,1593312445.5928621,1593312085,13,17,1,89,0
3286,30,0,1593312454.1230822,1593312085,13,18,0,89,0
3287,31,0,1593312466.2101812,1593312085,13,19,0,89,0
3288,32,1,1593312485.0975904,1593312085,14,19,1,89,0
3289,33,0,1593312496.0782604,1593312085,14,20,1,89,0
3290,34,0,1593312507.2138407,1593312085,14,21,0,89,0
3291,0,0,1593312538.343855,1593312524,0,1,0,90,1
3292,1,0,1593312544.1740346,1593312524,0,2,0,90,0
3293,2,0,1593312556.974113,1593312524,0,3,1,90,0
3294,3,0,1593312567.3559911,1593312524,0,4,1,90,0
3295,4,0,1593312575.934261,1593312524,0,5,0,90,0
3296,5,0,1593312585.4007304,1593312524,0,6,0,90,0
3297,6,1,1593312592.3591247,1593312524,1,6,1,90,0
3298,7,1,1593312603.660094,1593312524,2,6,1,90,0
3299,8,0,1593312610.793019,1593312524,2,7,0,90,0
3300,9,1,1593312618.1699445,1593312524,3,7,0,90,0
3301,10,1,1593312624.398117,1593312524,4,7,1,90,0
3302,11,1,1593312631.2798288,1593312524,5,7,1,90,0
3303,12,0,1593312654.9834764,1593312524,5,8,0,90,0
3304,13,0,1593312671.4083054,1593312524,5,9,0,90,0
3305,14,1,1593312677.2367883,1593312524,6,9,1,90,0
3306,15,1,1593312690.148705,1593312524,7,9,1,90,0
3307,16,0,1593312698.856798,1593312524,7,10,0,90,0
3308,17,1,1593312709.5962944,1593312524,8,10,0,90,0
3309,18,1,1593312719.9262457,1593312524,9,10,1,90,0
3310,19,0,1593312727.5069733,1593312524,9,11,1,90,0
3311,20,0,1593312734.06413,1593312524,9,12,0,90,0
3312,21,0,1593312744.9406514,1593312524,9,13,0,90,0
3313,22,1,1593312757.8348217,1593312524,10,13,1,90,0
3314,23,0,1593312765.4267817,1593312524,10,14,1,90,0
3315,24,0,1593312778.8247316,1593312524,10,15,0,90,0
3316,25,1,1593312792.9328089,1593312524,11,15,0,90,0
3317,26,1,1593312804.0754764,1593312524,12,15,1,90,0
3318,27,1,1593312815.040328,1593312524,13,15,1,90,0
3319,28,0,1593312820.6129434,1593312524,13,16,0,90,0
3320,29,1,1593312828.5291727,1593312524,14,16,0,90,0
3321,30,1,1593312838.7609723,1593312524,15,16,1,90,0
3322,31,0,1593312847.3110845,1593312524,15,17,1,90,0
3323,32,0,1593312859.963898,1593312524,15,18,0,90,0
3324,33,0,1593312869.6435266,1593312524,15,19,0,90,0
3325,34,0,1593312876.579071,1593312524,15,20,1,90,0
3326,35,0,1593312889.0193596,1593312524,15,21,1,90,0
3327,0,0,1593479272.7784953,1593479260,0,1,1,91,2
3328,1,1,1593479277.4878953,1593479260,1,1,1,91,0
3329,2,0,1593479284.803597,1593479260,1,2,0,91,0
3330,3,0,1593479300.15999,1593479260,1,3,0,91,0
3331,4,0,1593479307.1687574,1593479260,1,4,1,91,0
3332,5,1,1593479311.8333626,1593479260,2,4,1,91,0
3333,6,1,1593479324.0292385,1593479260,3,4,0,91,0
3334,7,0,1593479331.1406958,1593479260,3,5,0,91,0
3335,8,1,1593479338.066578,1593479260,4,5,1,91,0
3336,9,1,1593479350.7896159,1593479260,5,5,1,91,0
3337,10,1,1593479361.8199701,1593479260,6,5,0,91,0
3338,11,1,1593479373.2746773,1593479260,7,5,0,91,0
3339,12,1,1593479378.7072425,1593479260,8,5,1,91,0
3340,13,0,1593479384.380284,1593479260,8,6,1,91,0
3341,14,0,1593479400.2651427,1593479260,8,7,0,91,0
3342,15,0,1593479411.5729845,1593479260,8,8,0,91,0
3343,16,0,1593479422.3451407,1593479260,8,9,1,91,0
3344,17,1,1593479429.28607,1593479260,9,9,1,91,0
3345,18,1,1593479447.4607399,1593479260,10,9,0,91,0
3346,19,1,1593479459.1292133,1593479260,11,9,0,91,0
3347,20,1,1593479470.4969075,1593479260,12,9,1,91,0
3348,21,0,1593479476.4458916,1593479260,12,10,1,91,0
3349,22,0,1593479492.0026913,1593479260,12,11,0,91,0
3350,23,0,1593479506.919531,1593479260,12,12,0,91,0
3351,24,1,1593479514.9963884,1593479260,13,12,1,91,0
3352,25,1,1593479521.900096,1593479260,14,12,1,91,0
3353,26,1,1593479546.6449068,1593479260,15,12,0,91,0
3354,27,1,1593479596.160318,1593479260,16,12,0,91,0
3355,28,0,1593479603.2683733,1593479260,16,13,1,91,0
3356,29,1,1593479613.8783286,1593479260,17,13,1,91,0
3357,30,0,1593479626.7813187,1593479260,17,14,0,91,0
3358,31,0,1593479633.1014388,1593479260,17,15,0,91,0
3359,32,1,1593479642.485543,1593479260,18,15,1,91,0
3360,33,0,1593479648.7349815,1593479260,18,16,1,91,0
3361,34,0,1593479665.3852034,1593479260,18,17,0,91,0
3362,35,1,1593479673.2568126,1593479260,19,17,0,91,0
3363,36,0,1593479684.5693023,1593479260,19,18,1,91,0
3364,37,1,1593479692.469954,1593479260,20,18,1,91,0
3365,38,1,1593479708.5328481,1593479260,21,18,0,91,0
3366,0,1,1593479781.311148,1593479762,1,0,0,93,1
3367,1,0,1593479789.5934925,1593479762,1,1,0,93,0
3368,2,0,1593479802.7222362,1593479762,1,2,1,93,0
3369,3,0,1593479813.7690003,1593479762,1,3,1,93,0
3370,4,0,1593479831.1269872,1593479762,1,4,0,93,0
3371,5,1,1593479846.2892644,1593479762,2,4,0,93,0
3372,6,0,1593479854.766876,1593479762,2,5,1,93,0
3373,7,1,1593479865.4620936,1593479762,3,5,1,93,0
3374,8,1,1593479876.1022227,1593479762,4,5,0,93,0
3375,9,1,1593479889.538004,1593479762,5,5,0,93,0
3376,10,1,1593479897.5631554,1593479762,6,5,1,93,0
3377,11,0,1593479908.2152097,1593479762,6,6,1,93,0
3378,12,0,1593479917.2301145,1593479762,6,7,0,93,0
3379,13,0,1593479926.6932747,1593479762,6,8,0,93,0
3380,14,0,1593479937.8057735,1593479762,6,9,1,93,0
3381,15,1,1593479959.5163817,1593479762,7,9,1,93,0
3382,16,1,1593479974.5231473,1593479762,8,9,0,93,0
3383,17,0,1593479986.7536066,1593479762,8,10,0,93,0
3384,18,0,1593480007.8051257,1593479762,8,11,1,93,0
3385,19,1,1593480016.7947752,1593479762,9,11,1,93,0
3386,20,1,1593480023.8646474,1593479762,10,11,0,93,0
3387,21,1,1593480035.914387,1593479762,11,11,0,93,0
3388,22,0,1593480043.1225502,1593479762,11,12,1,93,0
3389,23,0,1593480066.480825,1593479762,11,13,1,93,0
3390,24,1,1593480079.875659,1593479762,12,13,0,93,0
3391,25,1,1593480088.7852025,1593479762,13,13,0,93,0
3392,26,0,1593480104.7581668,1593479762,13,14,1,93,0
3393,27,1,1593480120.5895052,1593479762,14,14,1,93,0
3394,28,0,1593480130.9314256,1593479762,14,15,0,93,0
3395,29,1,1593480140.5589879,1593479762,15,15,0,93,0
3396,30,1,1593480155.8595357,1593479762,16,15,1,93,0
3397,31,0,1593480167.3392687,1593479762,16,16,1,93,0
3398,32,1,1593480180.5344477,1593479762,17,16,0,93,0
3399,33,0,1593480195.5469987,1593479762,17,17,0,93,0
3400,34,0,1593480210.0274282,1593479762,17,18,1,93,0
3401,35,1,1593480218.4399166,1593479762,18,18,1,93,0
3402,36,0,1593480226.682992,1593479762,18,19,0,93,0
3403,37,1,1593480243.160709,1593479762,19,19,0,93,0
3404,38,0,1593480256.6852527,1593479762,19,20,1,93,0
3405,39,1,1593480267.6385639,1593479762,20,20,1,93,0
3406,40,1,1593480281.5131102,1593479762,21,20,0,93,0
3407,41,0,1593480300.4112923,1593479762,21,21,1,93,0
3408,42,1,1593480312.906461,1593479762,22,21,0,93,0
3409,43,0,1593480319.2545242,1593479762,22,22,1,93,0
3410,44,0,1593480346.2747636,1593479762,22,23,0,93,0
3411,45,1,1593480357.0747252,1593479762,23,23,1,93,0
3412,46,0,1593480367.783178,1593479762,23,24,0,93,0
3413,47,1,1593480382.7856092,1593479762,24,24,1,93,0
3414,48,1,1593480396.5154893,1593479762,25,24,0,93,0
3415,49,0,1593480412.672981,1593479762,25,25,1,93,0
3416,50,0,1593480432.807725,1593479762,25,26,0,93,0
3417,51,1,1593480443.9733036,1593479762,26,26,1,93,0
3418,52,1,1593480458.98672,1593479762,27,26,0,93,0
3419,53,0,1593480468.5489047,1593479762,27,27,1,93,0
3420,54,1,1593480475.8618546,1593479762,28,27,0,93,0
3421,55,1,1593480487.027852,1593479762,29,27,1,93,0
3422,0,1,1593480548.2221904,1593480529,1,0,0,94,1
3423,1,1,1593480557.1627636,1593480529,2,0,0,94,0
3424,2,1,1593480563.1725767,1593480529,3,0,1,94,0
3425,3,0,1593480574.1282852,1593480529,3,1,1,94,0
3426,4,0,1593480585.7008038,1593480529,3,2,0,94,0
3427,5,0,1593480603.86102,1593480529,3,3,0,94,0
3428,6,0,1593480617.1860387,1593480529,3,4,1,94,0
